(1) check that Id should be an exponential function of Vgs and insensitive to Vds when k<1 and Vgs < Vth

when --
           Vt =0.026;
		   k=0.9;
		   Is = Math.pow(10, -6);
		   Vth = 1.1;
		   perturbation =Math.pow(10, -4);
		   
output:
	
when Vgs is 1.0 and Vth is 1.1, the norm is 2.2383878489988148E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.3356840689145597E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.429192116663017E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.519033925441921E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.605328909116125E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.6881939414191933E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.7677433393671616E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.8440888507978354E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.917339645938231E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.987602312892884E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.0549808569366706E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.119576703487567E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.1814887046273855E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.240813149032036E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.2976437751672446E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.352071787600836E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.404185876278779E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.454072238609059E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.5018146041951533E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.5474942620592875E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.591190090194935E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.6329785872878476E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.6729339064455715E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.7111278907765423E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.7476301106617283E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.782507902564123E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.8158264092242407E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.847648621093129E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.8780354188581345E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.9070456169207944E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.9347360076906544E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.9611614065635863E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.9863746974581193E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 4.010426878788524E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 4.0333671097587035E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 4.055242756866474E-7
